event_id,query,source_type,platform,title,url,published_date,description,collected_at
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"'멕시코 피겨 유망주' 아이사, 여행 왔다가 K팝 가수까지(일문일답)",https://news.tf.co.kr/read/entertain/2254441.htm,2025-10-22,"그는 ""처음 K팝을 접한 건 트와이스 선배님들의 'Alcohol-Free(알코올-프리)'를 들었을 때다. 너무 신선하고 새로워서 K팝에 빠져들었다. K팝 가수를 꿈꾸다 우연한 기회에 한국에 여행을 왔다가 길거리에서 캐스팅이... ",2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"트와이스 ‘알코올프리’에 반한 멕시코 소녀, 한국서 K팝 가수로 첫 비...",https://www.sportsseoul.com/news/read/1555690?ref=naver,2025-10-22,사진|미나리 엔터테인먼트 트와이스의 ‘Alcohol-Free’ 한 곡이 한 소녀의 인생을 바꿨다. 멕시코에서 피겨스케이팅 유망주였던 아이사는 그 노래를 듣고 “이런 음악을 하고 싶다”는 열망을 품었다. 그리고 마침내... ,2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"트와이스의 메시지도, 팀 서사도 완전히 바꾼 '필 스페셜'",https://www.nocutnews.co.kr/news/6415143?utm_source=naver&utm_medium=article&utm_campaign=20251020082616,2025-10-20,2019년 발표한 '필 스페셜'(Feel Special)은 트와이스 음악의 변화를 감지할 수 있는 곡으로 손꼽힌다. 이후 '모어 앤 모어'(MORE & MORE) '아이 캔트 스톱 미'(I CAN'T STOP ME) '알콜-프리'(Alcohol-Free) '사이언티스트'(SCIENTIST)... ,2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"트와이스, 10년째 '우상향 궤적'…""K팝 걸그룹 '진화 방식'의 산증인""",https://www.newsis.com/view/NISX20251009_0003356836,2025-10-10,"그리고 2018년, 트와이스가 말 그대로 날아다녔던 시기의 '예스 오어 예스(YES or YES)'(2018)와 '서머퀸'이라는 새로운 칭호를 갖게 해준 '알코올-프리(Alcohol-Free)'(2021)도 놓칠 수 없다. 박희아 대중음악 평론가 ①트와이스라... ",2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"JYP의 자부심..트와이스, 적수 없는 진정한 K팝 퀸이 되기까지④ [★창간...",https://www.starnewskorea.com/music/2025/09/05/2025090514233056581,2025-09-06,"◆셀 수 없는 히트곡 릴레이..'국민 걸 그룹'의 위엄 '티티(TT)'부터 '치어 업(CHEER UP)', '라이키(LIKEY)', '왓 이즈 러브(What is Love?)', '알콜-프리(Alcohol-Free)', '댄스 더 나잇 어웨이(Dance The Night Away)' 등 트와이스의 히트곡은... ",2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"세이마이네임, 쏟아지는 떡밥에 입덕 유발!···‘iLy’ 활동 성황리 i...",https://sports.khan.co.kr/article/202508111840003?pt=nv,2025-08-11,지난 7일 Mnet ‘엠카운트다운’ 900회 특집 ‘엠카운트다운 in 보령’에 출연한 세이마이네임은 신곡 ‘iLy’ 무대뿐만 아니라 스페셜 스테이지로 케이팝 대표 썸머송 중 하나인 트와이스의 ‘Alcohol-Free(알콜 프리)... ,2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"""세이마이네임, 무대마다 물오른 존재감""…'iLy'로 썸머퀸 → 다채로운...",https://www.topstarnews.net/news/articleView.html?idxno=15765900,2025-08-11,"지난 7일 Mnet '엠카운트다운' 900회 특집, '엠카운트다운 in 보령' 무대에 오른 세이마이네임은 신곡 'iLy'와 함께 스페셜 스테이지에서 트와이스의 대표 썸머송 'Alcohol-Free'(알콜 프리)를 커버하며 특별한 무대를 연출했다.... ",2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"세이마이네임, 근거 있는 자신감…‘iLy’ 활동 성황리 ing",https://www.mk.co.kr/article/11390671?refer=portal,2025-08-11,지난 7일 Mnet ‘엠카운트다운’ 900회 특집 ‘엠카운트다운 in 보령’에 출연한 세이마이네임은 신곡 ‘iLy’ 무대뿐만 아니라 스페셜 스테이지로 케이팝 대표 썸머송 중 하나인 트와이스의 ‘Alcohol-Free(알콜 프리)... ,2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"""세이마이네임 무대 장악""…'iLy' 썸머퀸 질주에 '알콜 프리' 커버까지→...",https://www.topstarnews.net/news/articleView.html?idxno=15765649,2025-08-11,"지난 7일 Mnet '엠카운트다운 in 보령' 900회 특집에 출연한 세이마이네임은 상큼한 분위기가 돋보이는 'iLy' 무대와 더불어, 케이팝 팬들에게 큰 사랑을 받은 트와이스 'Alcohol-Free' 커버 무대로 청량함과 탄탄한 가창력을... ",2026-05-23T03:16:09
TWICE_20210609_ALCOHOL_FREE,트와이스 Alcohol-Free,news,Naver News,"세이마이네임, 다재다능 한계없는 5세대 썸머퀸",https://www.cbci.co.kr/news/articleView.html?idxno=510940,2025-08-11,지난 7일 Mnet '엠카운트다운' 900회 특집 '엠카운트다운 in 보령'에 출연한 세이마이네임은 신곡 'iLy' 무대뿐만 아니라 스페셜 스테이지로 케이팝 대표 썸머송 중 하나인 트와이스의 'Alcohol-Free(알콜 프리)' 커버... ,2026-05-23T03:16:09
